Titulo,Autores,Categoria,Calificacion,Precio,"In Stock",Link
"The Psychopath Test: A Journey Through the Madness Industry","Jon Ronson",Default,2,Â£36.00,"In stock",https://books.toscrape.com/catalogue/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html
"The Project","Johnny Moscato","Science Fiction",1,Â£10.65,"In stock",https://books.toscrape.com/catalogue/the-project_856/index.html
"The Power of Now: A Guide to Spiritual Enlightenment","Eckhart Tolle",Nonfiction,2,Â£43.54,"In stock",https://books.toscrape.com/catalogue/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html
"The Omnivore's Dilemma: A Natural History of Four Meals","Michael Pollan",Nonfiction,2,Â£38.21,"In stock",https://books.toscrape.com/catalogue/the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html
"The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us","Rosanna Pansino","Food and Drink",5,Â£37.34,"In stock",https://books.toscrape.com/catalogue/the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html
"The Murder of Roger Ackroyd (Hercule Poirot #4)","Agatha Christie",Mystery,4,Â£44.10,"In stock",https://books.toscrape.com/catalogue/the-murder-of-roger-ackroyd-hercule-poirot-4_852/index.html
"The Mistake (Off-Campus #2)","Elle Kennedy","New Adult",3,Â£43.29,"In stock",https://books.toscrape.com/catalogue/the-mistake-off-campus-2_851/index.html
"The Matchmaker's Playbook (Wingmen Inc. #1)","Rachel Van Dyken","New Adult",1,Â£55.85,"In stock",https://books.toscrape.com/catalogue/the-matchmakers-playbook-wingmen-inc-1_850/index.html
"The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking","Jeanine Donofrio","Food and Drink",2,Â£37.60,"In stock",https://books.toscrape.com/catalogue/the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849/index.html
"The Long Shadow of Small Ghosts: Murder and Memory in an American City","Laura Tillman",Crime,1,Â£10.97,"In stock",https://books.toscrape.com/catalogue/the-long-shadow-of-small-ghosts-murder-and-memory-in-an-american-city_848/index.html
"The Kite Runner","Khaled Hosseini",Default,4,Â£41.82,"In stock",https://books.toscrape.com/catalogue/the-kite-runner_847/index.html
"The House by the Lake","Hugh Mills","Historical Fiction",1,Â£36.95,"In stock",https://books.toscrape.com/catalogue/the-house-by-the-lake_846/index.html
"The Glittering Court (The Glittering Court #1)","Richelle Mead",Fantasy,1,Â£44.28,"In stock",https://books.toscrape.com/catalogue/the-glittering-court-the-glittering-court-1_845/index.html
"The Girl on the Train","Paula Hawkins",Default,2,Â£55.02,"In stock",https://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html
"The Genius of Birds","Jennifer Ackerman",Nonfiction,1,Â£17.24,"In stock",https://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html
"The Emerald Mystery","Pip Ballantine",Default,2,Â£23.15,"In stock",https://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html
"The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First","Shelly Jaronsky","Food and Drink",1,Â£41.25,"In stock",https://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html
"The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.","David J Conway",Default,3,Â£32.00,"In stock",https://books.toscrape.com/catalogue/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html
"The Artist's Way: A Spiritual Path to Higher Creativity","Julia Cameron",Nonfiction,5,Â£38.49,"In stock",https://books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html
"The Art of War","Sun Tzu",Default,5,Â£33.34,"In stock",https://books.toscrape.com/catalogue/the-art-of-war_838/index.html
"The Argonauts","Apollonius of Rhodes",Autobiography,2,Â£10.93,"In stock",https://books.toscrape.com/catalogue/the-argonauts_837/index.html
"The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job","Patrick J. McGinnis",Business,3,Â£27.55,"In stock",https://books.toscrape.com/catalogue/the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html
"Suddenly in Love (Lake Haven #1)","Julia London",Romance,2,Â£55.99,"In stock",https://books.toscrape.com/catalogue/suddenly-in-love-lake-haven-1_835/index.html
"Something More Than This","Bede Rundle",Romance,4,Â£16.24,"In stock",https://books.toscrape.com/catalogue/something-more-than-this_834/index.html
"Soft Apocalypse","Will McIntosh","Science Fiction",2,Â£26.12,"In stock",https://books.toscrape.com/catalogue/soft-apocalypse_833/index.html
"So You've Been Publicly Shamed","Jon Ronson",Nonfiction,2,Â£12.23,"In stock",https://books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html
"Shoe Dog: A Memoir by the Creator of NIKE","Phil Knight",Business,2,Â£23.99,"In stock",https://books.toscrape.com/catalogue/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html
"Shobu Samurai, Project Aryoku (#3)",Shinry,"Add a comment",3,Â£29.06,"In stock",https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html
"Secrets and Lace (Fatal Hearts #1)","Dori Lavelle",Default,1,Â£20.27,"In stock",https://books.toscrape.com/catalogue/secrets-and-lace-fatal-hearts-1_829/index.html
"Scarlett Epstein Hates It Here","Anna Breslaw","Young Adult",5,Â£43.55,"In stock",https://books.toscrape.com/catalogue/scarlett-epstein-hates-it-here_828/index.html
"Romero and Juliet: A Tragic Tale of Love and Zombies","Warren Fielding",Default,1,Â£36.94,"In stock",https://books.toscrape.com/catalogue/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html
"Redeeming Love","Francine Rivers","Christian Fiction",5,Â£20.47,"In stock",https://books.toscrape.com/catalogue/redeeming-love_826/index.html
"Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form","Justin R. Martin",Default,1,Â£41.06,"In stock",https://books.toscrape.com/catalogue/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html
"Poems That Make Grown Women Cry","Anthony Holden, Ben Holden",Poetry,4,Â£14.19,"In stock",https://books.toscrape.com/catalogue/poems-that-make-grown-women-cry_824/index.html
"Nightingale, Sing","Karsten Knight","Young Adult",1,Â£38.28,"In stock",https://books.toscrape.com/catalogue/nightingale-sing_823/index.html
"Night Sky with Exit Wounds","Ocean Vuong",Poetry,1,Â£41.05,"In stock",https://books.toscrape.com/catalogue/night-sky-with-exit-wounds_822/index.html
"Mrs. Houdini","Victoria Kelly","Historical Fiction",5,Â£30.25,"In stock",https://books.toscrape.com/catalogue/mrs-houdini_821/index.html
"Modern Romance","OAC Review Index (University of Guelph), S. Gray","Add a comment",5,Â£28.26,"In stock",https://books.toscrape.com/catalogue/modern-romance_820/index.html
"Miss Peregrineâ??s Home for Peculiar Children (Miss Peregrineâ??s Peculiar Children #1)","Ransom Riggs",Default,1,Â£10.76,"In stock",https://books.toscrape.com/catalogue/miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html
"Louisa: The Extraordinary Life of Mrs. Adams","Louisa Thomas",Biography,2,Â£16.85,"In stock",https://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html
"Little Red","Jack Zipes",Childrens,3,Â£13.47,"In stock",https://books.toscrape.com/catalogue/little-red_817/index.html
"Library of Souls (Miss Peregrineâ??s Peculiar Children #3)","Ransom Riggs","Young Adult",5,Â£48.56,"In stock",https://books.toscrape.com/catalogue/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html
"Large Print Heart of the Pride",Tyndale,Default,2,Â£19.15,"In stock",https://books.toscrape.com/catalogue/large-print-heart-of-the-pride_815/index.html
"I Had a Nice Time And Other Lies...: How to find love & sh*t like that",Betches,"Womens Fiction",4,Â£57.36,"In stock",https://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html
"Hollow City (Miss Peregrineâ??s Peculiar Children #2)","Ransom Riggs",Fantasy,1,Â£42.98,"In stock",https://books.toscrape.com/catalogue/hollow-city-miss-peregrines-peculiar-children-2_813/index.html
Grumbles,"Tricia Goyer, Amy Parker",Default,2,Â£22.16,"In stock",https://books.toscrape.com/catalogue/grumbles_812/index.html
"Full Moon over Noahâ??s Ark: An Odyssey to Mount Ararat and Beyond","Rick Antonson",Travel,4,Â£49.43,"In stock",https://books.toscrape.com/catalogue/full-moon-over-noahs-ark-an-odyssey-to-mount-ararat-and-beyond_811/index.html
"Frostbite (Vampire Academy #2)","Richelle Mead","Young Adult",5,Â£29.99,"In stock",https://books.toscrape.com/catalogue/frostbite-vampire-academy-2_810/index.html
"Follow You Home","Cathy Woodman",Horror,1,Â£21.36,"In stock",https://books.toscrape.com/catalogue/follow-you-home_809/index.html
"First Steps for New Christians (Print Edition)","Joseph D. Perry",Default,1,Â£29.00,"In stock",https://books.toscrape.com/catalogue/first-steps-for-new-christians-print-edition_808/index.html
"Finders Keepers (Bill Hodges Trilogy #2)","Geoffrey Homes",Fiction,5,Â£53.53,"In stock",https://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html
"Fables, Vol. 1: Legends in Exile (Fables #1)","Bill Willingham","Sequential Art",4,Â£41.62,"In stock",https://books.toscrape.com/catalogue/fables-vol-1-legends-in-exile-fables-1_806/index.html
"Eureka Trivia 6.0","Darrick Williams",Default,4,Â£54.59,"In stock",https://books.toscrape.com/catalogue/eureka-trivia-60_805/index.html
"Drive: The Surprising Truth About What Motivates Us","Daniel H. Pink",Default,4,Â£34.95,"In stock",https://books.toscrape.com/catalogue/drive-the-surprising-truth-about-what-motivates-us_804/index.html
"Done Rubbed Out (Reightman & Bailey #1)","Jeffery Craig",Default,5,Â£37.72,"In stock",https://books.toscrape.com/catalogue/done-rubbed-out-reightman-bailey-1_803/index.html
"Doing It Over (Most Likely To #1)","Jane L. Sumner",Romance,3,Â£35.61,"In stock",https://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals","Ella Woodward","Food and Drink",3,Â£42.16,"In stock",https://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html
"Dark Notes","Keres Keres Studio",Erotica,5,Â£19.19,"In stock",https://books.toscrape.com/catalogue/dark-notes_800/index.html
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead","Brené Brown",Nonfiction,3,Â£19.43,"In stock",https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html
"Close to You","Kara Isaac","Christian Fiction",4,Â£49.46,"In stock",https://books.toscrape.com/catalogue/close-to-you_798/index.html
"Chasing Heaven: What Dying Taught Me About Living","Crystal McVea, Alex Tresniowski",Spirituality,2,Â£37.80,"In stock",https://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html
"Big Magic: Creative Living Beyond Fear","Elizabeth Gilbert",Nonfiction,3,Â£30.80,"In stock",https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html
"Becoming Wise: An Inquiry into the Mystery and Art of Living","Krista Tippett",Nonfiction,2,Â£27.43,"In stock",https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html
"Beauty Restored (Riley Family Legacy Novellas #3)","Rachel Skatvold",Default,2,Â£11.11,"In stock",https://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html
"Batman: The Long Halloween (Batman)","Jeph Loeb","Sequential Art",2,Â£36.50,"In stock",https://books.toscrape.com/catalogue/batman-the-long-halloween-batman_793/index.html
"Batman: The Dark Knight Returns (Batman)","Frank Miller","Sequential Art",5,Â£15.38,"In stock",https://books.toscrape.com/catalogue/batman-the-dark-knight-returns-batman_792/index.html
"Ayumi's Violin","Mariko Tatsumoto",Default,2,Â£15.48,"In stock",https://books.toscrape.com/catalogue/ayumis-violin_791/index.html
Anonymous,"Gabriella Coleman",Default,4,Â£46.82,"In stock",https://books.toscrape.com/catalogue/anonymous_790/index.html
"Amy Meets the Saints and Sages","Ernie Rosenberg",Default,3,Â£18.46,"In stock",https://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html
"Amid the Chaos","Nadya Hajj",Cultural,1,Â£36.58,"In stock",https://books.toscrape.com/catalogue/amid-the-chaos_788/index.html
Amatus,"Mihriban Özba?aran, O?uz Tan?nd?, Ahmet Boratav",Default,5,Â£50.54,"In stock",https://books.toscrape.com/catalogue/amatus_787/index.html
"Agnostic: A Spirited Manifesto","Lesley Hazleton",Nonfiction,5,Â£12.51,"In stock",https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html
"Zealot: The Life and Times of Jesus of Nazareth","Reza Aslan",History,3,Â£24.70,"In stock",https://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html
"You (You #1)","LeTicia Lee",Thriller,5,Â£43.61,"In stock",https://books.toscrape.com/catalogue/you-you-1_784/index.html
"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)","Grant Morrison","Sequential Art",4,Â£37.34,"In stock",https://books.toscrape.com/catalogue/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html
"Wild Swans","Jessica Spotswood","Young Adult",2,Â£14.36,"In stock",https://books.toscrape.com/catalogue/wild-swans_782/index.html
"Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond","E.J. Dionne",Politics,4,Â£52.65,"In stock",https://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html
"Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity","Regina Pacelli",Nonfiction,4,Â£38.20,"In stock",https://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html
"What's It Like in Space?: Stories from Astronauts Who've Been There","Ariel Waldman",Nonfiction,2,Â£19.60,"In stock",https://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html
"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)","Lee Bermejo","Sequential Art",1,Â£53.90,"In stock",https://books.toscrape.com/catalogue/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html
"Walt Disney's Alice in Wonderland","Jon Scieszka",Childrens,5,Â£12.96,"In stock",https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html
"V for Vendetta (V for Vendetta Complete)","Alan Moore",Default,4,Â£37.10,"In stock",https://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html
"Until Friday Night (The Field Party #1)","Abbi Glines","Young Adult",2,Â£46.31,"In stock",https://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html
"Unbroken: A World War II Story of Survival, Resilience, and Redemption","Laura Hillenbrand",Default,2,Â£45.95,"In stock",https://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html
"Twenty Yawns","Jane Smiley",Childrens,2,Â£22.08,"In stock",https://books.toscrape.com/catalogue/twenty-yawns_773/index.html
"Through the Woods","Regineld Shelton","Sequential Art",2,Â£25.38,"In stock",https://books.toscrape.com/catalogue/through-the-woods_772/index.html
"This Is Where It Ends","Marieke Nijkamp","Young Adult",2,Â£27.12,"In stock",https://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html
"The Year of Magical Thinking","Joan Didion",Nonfiction,2,Â£43.04,"In stock",https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html
"The Wright Brothers","Tom D. Crouch",Default,4,Â£56.80,"In stock",https://books.toscrape.com/catalogue/the-wright-brothers_769/index.html
